"tpl"	"00000"	"tlapaneca"	"Me’phaa"	"[variant language]"	"Me'phaa de Tlacoapa"
"tpx"	"20003"	"tlapaneca"	"Me’phaa"	"[variant language]"	"Tlapaneco de Acatepec"
"tpx"	"06389"	"tlapaneca"	"Me’phaa"	"[variant language]"	"Me’phaa de Huitzapula"
"tpx"	"06391"	"tlapaneca"	"Me’phaa"	"[variant language]"	"Tlapaneco de Acatepec"
"tpx"	"06388"	"tlapaneca"	"Me’phaa"	"[variant language]"	"Me’phaa de Zoquitlán"
"trc"	"00000"	"mixteca"	"Triqui"	"[variant language]"	"Triqui de Copala"
"trq"	"00000"	"mixteca"	"Triqui"	"[variant language]"	"Triqui de San Martín Itunyoso "
"trs"	"00000"	"mixteca"	"Triqui"	"[variant language]"	"Triqui de Chicahuaxtla"
"tzh"	"02775"	"maya"	"Tzeltal"	"[variant language]"	"Tzeltal de Amatenango"
"tzh"	"00859"	"maya"	"Tzeltal"	"[variant language]"	"Tzeltal de Bachajón"
"tzh"	"00862"	"maya"	"Tzeltal"	"[variant language]"	"Tzeltal de Bachajon: Del Plano"
"tzh"	"00058"	"maya"	"Tzeltal"	"[variant language]"	"Tzeltal de Oxchuc"
"tzh"	"01796"	"maya"	"Tzeltal"	"[variant language]"	"Tzeltal de Sibal"
"tzh"	"02454"	"maya"	"Tzeltal"	"[variant language]"	"Tzeltal de Tenango"
"tzh"	"02455"	"maya"	"Tzeltal"	"[variant language]"	"Tzeltal de Tenejapa"
"tzo"	"02641"	"maya"	"Tzotzil"	"[variant language]"	"Tzotzil de Chamula"
"tzo"	"02681"	"maya"	"Tzotzil"	"[variant language]"	"Tzotzil de Chenalhó (Ch'enalhó)"
"tzo"	"01204"	"maya"	"Tzotzil"	"[variant language]"	"Tzotzil de Huixtán"
"tzo"	"02737"	"maya"	"Tzotzil"	"[variant language]"	"Tzotzil de Ixtapa"
"tzo"	"02443"	"maya"	"Tzotzil"	"[variant language]"	"Tzotzil de San Andrés Larrainzar"
"tzo"	"02738"	"maya"	"Tzotzil"	"[variant language]"	"Tzotzil de Totolapa"
"tzo"	"02739"	"maya"	"Tzotzil"	"[variant language]"	"Tzotzil de Venustiano Carranza"
"tzo"	"00060"	"maya"	"Tzotzil"	"[variant language]"	"Tzotzil de Zinacantán"
"var"	"03866"	"taracahita"	"Huarijío"	"[variant language]"	"Huarijío de Sonora Alta"
"yaq"	"00000"	"taracahita"	"Yaqui"	"[variant language]"	"Yaqui"
"zaa"	"00000"	"zapoteca"	"Zapoteco"	"[variant language]"	"Zapoteco de la Sierra de Juárez"
"zab"	"04808"	"zapoteca"	"Zapoteco"	"[variant language]"	"Zapoteco de San Juan Guelavía"
"zab"	"06369"	"zapoteca"	"Zapoteco"	"[variant language]"	"Zapoteco de Teotitlán del Valle"
"zab"	"02726"	"zapoteca"	"Zapoteco"	"[variant language]"	"Zapoteco de Valle"
"zac"	"06366"	"zapoteca"	"Zapoteco"	"[variant language]"	"Zapoteco de La Garzona"
"zac"	"04950"	"zapoteca"	"Zapoteco"	"[variant language]"	"Zapoteco del Poniente de Ocotlán"
